ball.x_coor,ball.y_coor,ball.x_vel,ball.y_vel,player_blue.rect.y,player_action
1184.0,245,343.3953785129717,364.9886096600446,200,0
1189.0,251,344.2207753241417,365.35877216424956,205,0
1194.0,257,344.74590695557197,365.8715897853363,210,0
1199.0,262,345.2207413986546,366.4107274332664,215,0
1204.0,268,345.5304704157702,366.5726467999976,220,0
1205,274,-345.63112033017546,366.920207394511,225,0
1200,279,-345.642827736837,367.36786947191376,230,0
1195,285,-345.82922259018693,367.4603070675013,235,0
1190,291,-346.26743120809573,367.45383419712465,240,0
1185,297,-346.81231263584533,367.9612976939411,245,0
1180,302,-347.5484215098698,368.72154463173473,250,0
1175,308,-348.48515452976443,368.7736456921961,255,0
1170,313,-348.86965873040816,369.3502914345882,260,0
1165,318,-349.70925069067226,370.1129920988907,265,0
1160,324,-350.08868310395144,370.76774136404566,270,0
1155,330,-350.86860316372963,371.4925866198452,275,0
1150,336,-351.31959314698895,372.0357139569761,275,0
1145,342,-352.21086904484685,372.67363981926616,275,0
1140,347,-352.2868837710482,373.1217608858609,275,0
1135,352,-352.379295063907,373.95834714156774,275,0
1130,357,-352.74960388648094,373.8788062468209,275,0
1124,363,-353.0641259910468,373.8735236347593,275,0
1118,369,-353.6875580002661,374.6729329571216,280,0
1112,375,-354.355945527533,375.46380759622906,285,0
1106,381,-354.42345489444455,375.70709817677266,290,0
1101,387,-354.62304191913955,375.64020801381804,295,0
1096,393,-354.95714757639337,375.7967143657602,300,0
1090,399,-355.91982108689854,376.06221053575956,305,0
1085,405,-356.7218760185182,376.75259712972075,310,0
1079,411,-357.69815268130253,377.3607457519011,315,0
1073,417,-357.7130922364987,377.70258617043186,320,0
1068,423,-358.29768451027473,377.93680996574597,325,0
1063,429,-359.1320895934242,378.39865427833513,330,0
1058,435,-359.53648204396853,378.5010160708334,335,0
1052,441,-359.5501798639019,378.7740910000296,340,0
1046,447,-360.2061723100857,379.49620027428836,345,0
1041,453,-360.5980106906765,379.786085193901,350,0
1035,459,-360.8150861903001,380.10274309863746,355,0
1030,465,-360.9948293917266,380.91705181953307,360,0
1024,471,-361.0482402397563,381.38146180318006,365,0
1019,477,-361.3897782335096,382.0912581155728,370,0
1014,483,-361.7239396337525,382.8644941098479,375,0
1008,489,-361.9625902961789,382.9803445471849,380,0
1003,495,-362.47902168645373,383.0294086896124,385,0
997,501,-362.6364102880206,383.3836720433625,390,0
992,507,-363.2668845500116,383.2923337617212,395,0
987,513,-364.05642575468863,383.57233949818146,400,0
982,519,-364.4042809142972,383.83927275627565,400,0
976,525,-365.2073825638961,384.49906301797785,400,0
971,531,-366.09981993537144,384.53314679515586,400,0
966,537,-366.7961751705137,384.5213578191485,400,0
961,543,-367.7908371437704,384.70091743013967,395,2
955,549,-368.3916079631164,384.930445857509,390,2
950,555,-368.6135979041854,384.9531796775779,385,2
945,561,-368.906472025514,385.3669880209922,380,2
939,567,-368.98517276408916,385.3504132288277,375,2
934,573,-369.1723880670986,385.52718849163284,370,2
928,579,-369.2020438932758,385.7448882753068,365,2
923,585,-369.225212402831,386.2928493744022,360,2
917,591,-369.5403394582978,386.48021914547166,355,2
912,597,-370.18754940204076,387.1935242988149,355,0
907,603,-370.5199347648545,387.22679836784107,355,0
901,609,-370.63401510864543,387.6141011390215,355,0
896,615,-371.4563120923234,388.19793361242904,355,0
891,621,-371.81804848255507,388.3430779121709,355,0
886,627,-372.4327703944042,389.00400177814413,355,0
880,633,-372.6377223719882,389.49691595904386,355,0
875,639,-372.99481455998944,389.74666678036687,355,0
870,645,-373.24699025476656,389.7100741744072,355,0
864,651,-374.20535070825724,389.7253628393838,355,0
858,657,-375.1345616166984,390.2383524200519,360,0
852,663,-375.9211593769697,390.5364674033961,365,0
846,669,-376.44473921075917,390.93116867219743,370,0
840,675,-377.14878865738274,391.5974377470708,375,0
834,681,-377.6895964541618,391.8640136825161,375,0
828,687,-378.5492588523699,391.80573406478334,375,0
822,693,-379.0122118030002,392.65700982867355,375,0
816,696,-380.00697690390655,-392.68906180894953,375,0
810,690,-380.34523368021496,-393.7214846031756,375,0
804,684,-380.9542748334077,-394.592586926531,375,0
798,678,-381.3868163920341,-395.2156693563543,375,0
792,672,-382.3595246333883,-395.598750141148,375,1
786,666,-382.90145563793,-396.25214806827796,375,1
780,660,-383.1927424272333,-396.4504468844896,380,1
774,654,-383.652887541173,-397.366209809444,385,1
768,648,-384.6184919731074,-398.01980298503906,390,1
762,642,-384.8769424497141,-398.6148119745369,395,1
756,636,-385.46381119760866,-399.6644978068232,400,1
750,630,-385.51545126618356,-400.60666397695167,405,1
744,624,-385.8818519078892,-401.5839946059699,410,1
738,618,-386.38597629449697,-401.99408364110485,410,1
732,612,-386.4992933620818,-402.152745628246,410,1
726,606,-386.98574562123065,-402.7447851289629,410,1
720,600,-387.83162182822457,-403.21693665545826,410,1
714,594,-387.96817665881184,-404.04988479663433,410,1
708,588,-388.7122642236992,-404.7763738492836,410,1
702,582,-389.08576557954757,-405.4005623980354,410,1
696,576,-390.0266923931487,-406.42787614458,410,1
690,570,-390.37395958527776,-407.1903399193754,410,1
684,564,-390.3739892514416,-407.65323693661264,410,1
678,558,-390.7794317753259,-408.03273683397845,410,1
672,552,-390.900327602989,-408.8770194198861,410,1
666,546,-391.804044098501,-409.80096945706373,410,1
660,540,-392.0891555434392,-410.6127595984612,410,1
654,534,-392.72801858729844,-411.3084907126281,410,1
648,528,-393.629019306713,-411.85405794795247,410,1
642,521,-393.82271734743136,-412.2302556862121,410,1
636,514,-393.88903694231857,-412.42703109476633,410,1
630,508,-394.2201052297179,-413.4794827581525,410,1
624,501,-394.72293942616596,-414.39765634313545,410,1
618,494,-395.6380179729365,-414.5999575995614,405,2
612,487,-396.6216958653304,-415.4560792688983,400,2
606,481,-397.1341164824565,-415.6083784345879,395,2
600,474,-397.6188842041658,-416.4280749812307,390,2
594,467,-398.44523419667894,-417.1410635927582,385,2
588,461,-398.60898986609243,-418.143611824764,380,2
582,455,-398.9813572795519,-419.0989851995449,375,2
576,448,-399.44638182126954,-419.4197591811965,370,2
570,442,-399.7088427554131,-419.72341782487683,365,2
564,436,-399.9577457984643,-419.83870234337905,360,2
558,430,-400.293294933631,-420.6510115665011,355,2
552,424,-401.0985413509521,-420.8315657717545,350,2
546,418,-401.7140853125985,-421.6305785038654,350,0
540,412,-402.26356714470137,-422.05050232519716,350,0
534,405,-402.8650598870671,-422.6090410776056,350,0
528,398,-403.61756603475595,-423.08613369339207,350,0
522,392,-404.23416527785093,-423.22150038019686,350,0
516,385,-405.0476972731071,-423.8620795538108,350,0
510,378,-405.31016232007397,-424.7826118963183,350,0
504,371,-405.864002788446,-424.92777251253136,350,0
498,365,-406.1579652255495,-425.3588825807343,350,0
492,358,-406.633620116543,-425.9043408769654,345,2
486,352,-407.42668091818337,-426.89661901080126,340,2
480,346,-407.48824697189025,-427.8601303917302,335,2
474,339,-407.9204013991151,-428.09420856472065,330,2
468,333,-408.1798645179634,-428.500281619268,325,2
462,327,-408.77765258856874,-429.5078974461071,320,2
456,321,-409.21808146704365,-429.6904904161933,315,2
450,315,-409.4742176692898,-430.33136962326165,310,2
444,309,-409.6557205415172,-430.7660994801499,305,2
438,303,-410.0794683635485,-431.56293596822536,300,2
432,297,-410.78903010639937,-432.01840128479506,295,2
426,291,-410.9148448627911,-432.39832105331396,290,2
420,284,-411.19850659270793,-432.8983264894685,285,2
414,278,-412.1349651736425,-433.67770943220086,280,2
407,271,-412.64289219285916,-434.6606662159105,275,2
401,265,-413.34173315136775,-435.482748305205,270,2
395,259,-413.61195117561635,-435.87582037880037,265,2
388,252,-414.1007665640322,-436.8272126122936,260,2
381,245,-414.6929150542573,-437.3333041771989,255,2
375,238,-415.41336831561176,-437.8891047194291,250,2
368,231,-416.3471880957962,-438.42559063059633,245,2
361,224,-417.2576583413011,-439.33496417391314,240,2
355,217,-418.170375182773,-439.94555600712056,235,2
349,210,-419.0974092263489,-440.7226406151945,235,0
343,203,-419.8423006308409,-440.92601659916625,235,0
336,196,-419.9848436694223,-441.93241455782976,235,0
330,189,-420.17110518431895,-442.36129346027786,235,0
323,182,-420.8024525501778,-442.5973783596771,235,0
316,175,-421.0560397338214,-443.6387138475,235,0
309,168,-421.5087614189845,-444.0135588099624,235,0
303,161,-421.9884653723289,-444.8338198958673,235,0
297,154,-422.31124609864077,-445.6667356638735,240,0
290,147,-422.8115582530171,-445.8305326394522,245,0
284,140,-423.4726805432089,-446.9272322992112,250,0
278,133,-423.71591148723644,-447.28374297152493,255,0
272,126,-424.4030884465501,-447.4735618400406,260,0
265,119,-424.90109538938407,-448.49004396344515,260,0
258,112,-425.4285923922046,-449.3345226776617,260,0
252,105,-425.89201144728736,-450.2134001022312,260,0
245,98,-426.6401135160211,-451.04103642835804,255,2
238,91,-426.67238024642154,-452.0281466928042,250,2
231,84,-427.3141556984193,-452.41613481355057,245,2
225,77,-427.3509818935064,-453.2955824423365,240,2
219,70,-427.89965031732316,-454.2305660714258,235,2
213,63,-428.6185979504584,-455.3173807701123,230,2
207,56,-429.20869469312925,-456.15657644046354,225,2
200,49,-429.92052980297836,-456.6190481675092,220,2
194,42,-430.50275447859497,-457.53032972001427,215,2
188,35,-431.3825598534971,-457.71976158457545,210,2
181,28,-431.8792285161286,-458.01209215164477,205,2
175,25,-432.63283882458734,458.7494649171958,200,2
169,32,-433.4898966038585,458.9675619054028,195,2
162,40,-434.4625593170149,459.0215643557752,190,2
156,47,-435.254947809079,459.0918001613195,185,2
150,54,-436.23112287135,459.41133807047584,185,0
143,61,-437.2183968466626,459.41907192050854,185,0
137,68,-437.36116245084816,459.43168110750145,185,0
130,75,-438.2871890352417,459.6015340160521,185,0
123,82,-438.88706899763883,460.4970069188786,185,0
116,89,-439.0679244380207,460.6674795867876,185,1
109,96,-439.1032400574184,461.3141839892439,185,1
102,103,-440.013958568443,461.48642875002514,185,1
95,110,-440.20228104190784,462.363146464602,190,1
88,117,-440.52596078957043,462.85370170472106,195,1
81,124,-441.41715990575847,463.21493495009054,200,1
75,131,442.1249586570677,463.9805035660857,205,1
82,138,442.1314963471857,464.3872103645876,210,1
89,145,442.4299627903446,465.0144463767924,215,1
96,152,443.140219198961,465.6851324585172,220,1
103,159,443.91475125362734,465.64930907122124,225,1
110,166,444.1652090413928,466.2445300350288,230,1
117,173,444.3191719592431,466.253920254367,235,1
124,180,444.7952170548824,466.3556886135958,240,1
131,187,445.2743549795809,466.3457272480981,245,1
138,194,445.4541365641493,466.292620121489,250,1
145,201,446.05110085316005,466.6259454035029,255,1
152,208,446.95596287418095,466.7499070103733,260,1
159,215,447.90754701865586,467.0996486898766,260,1
166,222,448.12840205753423,467.8714856042015,260,1
173,229,448.5808985077042,467.80934232568023,260,1
180,236,449.5438528568084,467.7834198452282,260,1
187,243,450.2768022450171,468.000524038755,260,1
194,250,450.9232792237775,468.6958937561002,260,1
201,257,451.1587377975395,469.0646449116023,265,1
208,264,451.3259065255422,469.6635728678532,270,1
215,271,451.93088223690313,470.317236352695,270,1
222,278,452.37380924308667,470.4027543873253,270,1
229,285,452.88811724822546,470.5247577865625,270,1
236,292,453.40103243451665,470.94813735397776,270,1
243,299,453.86557402894965,471.5136955746074,270,1
250,306,454.46471129020745,471.61854918692393,270,1
257,314,454.7841511629766,471.7134365552698,270,1
264,322,454.9513121435304,472.27328945223576,275,1
271,329,455.6311150247333,472.9015875015393,280,1
278,336,456.3297427929778,473.5985754493924,285,1
285,344,456.3565665243095,474.2329276857756,290,1
292,352,457.08514999044985,474.50681093770197,295,1
299,359,457.96961953962233,475.0051563598453,300,1
306,366,458.0838206379833,475.5574308269321,305,1
313,373,458.1659291264783,475.55796856979543,310,1
320,381,458.40794516403344,475.92313078742256,315,1
327,388,458.69311316065006,476.0426700782752,320,1
334,396,458.70856943055736,476.09416773226894,325,1
341,404,459.62710667230186,476.1359835493534,330,1
348,411,460.1122467110619,476.6958927938424,335,1
355,419,460.42939126285233,477.2501360407855,335,1
362,427,460.90367516885675,477.3443755059885,335,1
369,435,461.8925760031901,477.9891639856433,335,1
376,442,462.57151809593967,478.50378702357546,335,1
383,449,463.39566700490457,478.41046916748843,335,1
390,456,463.45607357923734,478.3612609194077,335,1
397,464,463.9529462396149,479.01450848586046,335,1
404,472,464.66350338543293,479.45444480323,335,0
411,479,465.0804232893382,479.7100285215974,335,0
418,487,465.13430429850575,480.3656823684518,335,0
425,494,465.70008794835087,480.27594323913644,335,0
432,502,466.0428408016048,481.06775951830247,340,0
439,509,466.3012077044355,481.78383939634926,345,0
446,517,466.601798785746,482.4592916490628,350,0
453,525,466.934745870547,483.13034998763356,355,1
460,533,467.1264738582035,483.6002496415845,360,1
467,541,467.9346695372179,483.7186196089372,365,1
474,549,468.1584834651371,483.8834821245095,370,1
481,557,468.30454988192236,484.55639795997155,375,1
488,564,468.6486169225527,485.2510492352318,380,1
495,571,469.47704089349696,485.47555847780484,385,1
502,578,470.06945572660743,486.06436656632485,390,1
509,585,470.4851297594127,486.5700570001959,390,1
517,593,471.1531470538888,486.5110716673248,390,1
525,601,471.15411882999314,486.7442613697518,390,1
533,609,471.6350711245356,486.70402125713093,390,1
541,617,472.3861462850448,487.56650756768454,390,0
548,624,472.9523566024161,488.1272203044565,390,0
555,631,473.6498107327427,488.3610476451435,390,0
562,638,474.178733476834,488.84269745377617,390,0
570,646,474.68595988936147,489.20370642395915,385,2
578,654,474.9275179322495,489.42156975103416,380,2
585,661,475.40829234225544,489.48021623054893,375,2
592,668,475.4599859310634,490.35067570779495,370,2
600,676,475.85089293110195,491.0700790725548,365,2
608,684,476.2864813204608,491.24608838163755,360,2
615,691,476.2922976169164,491.71115169375014,355,2
622,696,476.9955602480553,-492.16083394754247,350,2
629,689,477.55952918152224,-492.2865528421216,345,2
637,681,478.3701985343903,-493.07870778341123,340,2
645,673,479.12802384855684,-493.3783488919527,340,0
653,665,479.22520555709224,-494.0343534858414,340,0
660,658,479.68428725199846,-494.5411581591465,340,0
667,651,480.1204094934113,-494.7428678798331,340,0
674,644,480.9768309512641,-495.1005445404039,340,0
682,636,481.1934120478354,-495.48391128956456,340,0
690,628,482.08381434825145,-495.6059645091612,340,0
698,620,482.2500510944211,-496.0692773235813,340,0
705,613,482.7828319372279,-496.7114971461259,340,0
713,605,483.4386011858996,-497.3123414879812,340,0
720,598,484.1380504387655,-497.7888390446891,335,2
728,590,485.07918350232706,-498.7202011208449,330,2
735,583,485.7919077965883,-499.02826122830425,325,2
742,576,486.418958452158,-499.1396691180175,320,2
750,568,487.26767539571904,-499.8825853381801,315,2
757,560,487.72036976346936,-500.9414624430233,310,2
764,552,488.5911794422586,-501.91892912918235,305,2
772,544,489.1231977113391,-502.6640782266519,300,2
779,536,489.74911385577553,-502.89881233357704,295,2
786,528,489.9557063041605,-503.0586246356068,290,2
794,520,490.75783812382286,-503.9166536638326,285,2
801,512,490.91940365639,-504.9420460612185,280,2
808,504,491.3790496351852,-505.07581698654514,275,2
816,496,491.93423292687856,-505.4414501411506,270,2
824,488,492.18769771416333,-505.7148334505544,265,2
831,480,492.6604680141235,-506.0482180084061,260,2
839,472,493.56424790475415,-506.68412782792535,255,2
847,464,493.6797544103978,-506.97130623230834,250,2
854,456,493.71846047546967,-507.34793658271354,245,2
861,448,493.8797693820979,-508.22583022696443,240,2
869,440,494.8009675896264,-508.51348434042603,235,2
877,432,495.60406171800446,-508.87747639688854,230,2
884,424,495.92555619944017,-509.0390651603267,225,2
891,416,496.5936287252404,-509.14119306254514,220,2
899,408,496.96218750591726,-509.51420315101456,215,2
907,400,497.63591983516307,-510.08031966249615,210,2
915,392,498.2706360390239,-510.6474160554473,205,2
922,384,498.9101129283465,-511.6047414900983,200,2
930,376,499.3187680258262,-512.2122154950996,195,2
938,368,500.1455414144027,-512.8463066345806,190,2
946,360,500.3653401009368,-512.9941396842263,185,2
954,352,501.1446090833896,-513.1579673559174,180,2
962,344,501.6491258222466,-513.4533343249973,175,2
970,336,501.7022501589281,-514.265152712859,170,2
978,328,502.07351029898683,-514.9521478941906,165,2
986,320,502.52536845186825,-515.9714858697362,160,2
994,312,503.1729091830581,-516.7868516798186,155,2
1002,304,503.85417938041144,-517.5138179538471,150,2
1010,296,504.84344855676363,-518.5080929936001,145,2
1018,288,504.901657659673,-519.3655408277806,140,2
1026,280,505.2421613485919,-519.74168384605,135,2
1034,272,505.6285010068848,-520.3122093991271,130,2
1042,264,506.11177278781673,-520.9899660303898,125,2
1050,256,506.5111704290468,-521.243326694105,120,2
1058,248,506.6943599117058,-521.7089870460718,115,2
1066,240,507.64090023837105,-522.2504186197259,110,2
1074,232,507.85288847862887,-522.5904993667623,105,2
1082,224,508.34528993890416,-523.4965221255283,100,2
1090,216,509.10515389797104,-524.4769470310096,95,2
1098,208,509.24631459631837,-525.1295351515556,90,2
1106,200,509.56432093041366,-525.7340854575668,85,2
1114,192,510.0381264642484,-526.178816076704,80,2
1122,184,510.28713247357933,-527.0592065315724,75,2
1130,176,510.5274554025308,-527.9236843674345,70,2
1138,168,510.5649709959102,-528.3007667000055,65,2
1146,160,510.6104118418049,-528.4578371469901,60,2
1154,152,510.86895322306856,-529.0509917919363,55,2
1162,144,511.4149522550931,-529.2239387529368,50,2
1170,136,512.0906220465087,-530.058903857412,50,0
1178,128,512.1876597516045,-530.7137986992147,50,0
1186,119,512.6656390423934,-531.6769392546829,55,0
1194,111,513.5791613442091,-532.3424975115121,60,1
1202,102,514.2729659563336,-532.9778712606715,65,1
1205,94,-514.8114950138332,-533.8277444513407,70,1
1197,86,-515.0811186805026,-534.0120370080845,75,1
1189,78,-516.0637521486944,-534.1735937388179,80,1
1181,70,-516.2327987157945,-534.6887416180175,85,1
1173,61,-516.4138799201686,-535.7565867275947,90,1
1165,53,-517.1531245065396,-535.9594329508895,95,1
1157,45,-517.4939551954366,-537.0537986525213,100,1
1149,37,-518.4486057661607,-537.8330273296123,105,1
1141,28,-519.1101620031553,-538.5456701664068,110,1
1133,25,-519.5527443507185,539.3541372843098,110,1
1125,33,-519.7314969994607,539.6204064282291,110,1
1117,42,-520.2763829944894,539.567732428063,110,1
1109,51,-520.3553041405145,539.8010034869851,110,1
1101,59,-520.4742394110781,539.8798417985419,110,1
1093,68,-521.3436404636675,540.0656747217098,110,0
1085,77,-521.9386405136667,540.4202918418539,110,0
1077,86,-522.8314345573174,541.3180764908984,110,0
1069,94,-522.861282733488,541.5577104068784,110,0
1061,102,-523.7810856873829,541.7555864119013,110,0
1053,111,-524.6856753241394,542.3052257540492,115,0
1045,120,-525.6579180546219,542.9188573608578,120,0
1037,129,-526.360665939466,542.8366301956385,125,1
1029,138,-526.477034405379,542.8517843178108,130,1
1021,147,-526.7406719921697,543.1374197744632,135,1
1013,155,-526.9253527001828,543.7728259864231,140,1
1005,164,-527.4074445755755,543.9601832627314,145,1
997,173,-527.9372752292231,544.0828318010942,150,1
989,182,-528.0434385647193,544.6591650023558,155,1
981,190,-528.7789247053173,544.6527477658836,160,1
973,198,-529.6471133363584,544.6521512176832,165,1
964,207,-530.545673444281,545.0922090518196,170,1
955,216,-530.7193869230358,545.6228680740413,175,1
947,224,-531.0286269228378,546.2470976781334,180,1
939,232,-531.771657492568,547.0369663663212,185,1
931,240,-531.9441137420814,547.4573730245849,190,1
923,248,-532.7716932996266,547.7068451449283,195,1
914,257,-533.2705758615787,548.3128013078145,195,1
905,266,-534.0169522168859,548.49307594818,195,1
897,274,-534.5627390906732,549.0448797614118,195,1
889,282,-535.4559515404966,549.8425197272744,195,0
880,291,-536.4189851267316,550.4728762064059,195,0
872,299,-536.7315025445096,550.7610514836945,195,0
863,308,-537.699897759011,550.827768985387,190,2
855,316,-537.8165990894673,551.2736304713764,185,2
846,325,-538.0753242841162,552.0879690229928,180,2
838,333,-538.367012491762,552.9716095236593,175,2
830,341,-538.7009390740741,553.2934519445479,175,0
822,349,-539.4869131861491,553.5380375702711,175,0
814,357,-540.2228013682416,553.6051175893252,175,0
806,365,-540.5713874322939,554.1110355015044,180,1
798,373,-540.9325305374213,554.9492420163492,185,1
790,381,-541.3335047663659,555.6991032306444,190,1
782,389,-541.6066780802304,556.520045054171,195,1
774,397,-541.7940338026987,557.0429468071596,200,1
765,406,-542.4826181851503,557.5279273202952,205,1
756,415,-542.9702133105817,557.8952365527995,210,1
748,423,-543.3423156536185,558.1948915460341,215,1
740,431,-544.2071441068321,558.2116645901052,220,1
732,439,-544.6248104945806,558.4643536420299,225,1
723,448,-545.5798523686576,559.3425285140331,230,1
714,457,-546.5693877211564,559.4752251703298,235,1
705,466,-546.8285895851835,560.2537546675642,240,1
697,474,-547.4769227931503,560.3834546398976,245,1
689,482,-548.2724911232059,561.2801188927426,250,1
680,491,-548.8983327270453,561.9800045960145,255,1
671,500,-549.3362334557838,562.4482854192269,260,1
663,509,-549.7965403987365,563.0211356569062,265,1
655,518,-550.4696552416751,563.669264238379,270,1
647,527,-550.6764211256163,564.1549399655647,275,1
638,536,-551.16083566277,564.3564166053519,280,1
630,545,-551.9171848644127,564.7411374027841,285,1
622,554,-552.5257978970465,565.4441841861827,290,1
613,563,-553.271070694013,566.080678667182,295,1
604,572,-553.9272013699718,566.1297297893232,300,1
596,581,-554.1072092416397,566.9559088535095,305,1
588,590,-554.1087031283656,567.0766148391549,310,1
579,599,-554.1263334294883,567.8520492949352,315,1
